city,country_code,latitude,longitude,name,category_code,total_money_raised,founded_year,coordinates
Jacksonville,USA,30.310978,-81.657707,Cliqset,web,$2M,2008,"{'type': 'Point', 'coordinates': [30.310978, -81.657707]}"
Waterloo,CAN,43.494754,-80.530888,Metranome,mobile,$2M,2007,"{'type': 'Point', 'coordinates': [43.494754, -80.530888]}"
Austin,USA,30.2729209,-97.7443863,Gowalla,web,$10.4M,2007,"{'type': 'Point', 'coordinates': [30.2729209, -97.7443863]}"
Bangalore,IND,12.973784,77.64359,Ziva Software,mobile,$1.7M,2005,"{'type': 'Point', 'coordinates': [12.973784, 77.64359]}"
San Francisco,USA,37.804619,-122.371203,Brightstorm,games_video,$6M,2008,"{'type': 'Point', 'coordinates': [37.804619, -122.371203]}"
Billerica,USA,42.543932,-71.278698,Vertica Systems,software,$30.5M,2005,"{'type': 'Point', 'coordinates': [42.543932, -71.278698]}"
Cambridge,USA,42.358184,-71.106389,CityVoter,web,$4.18M,2005,"{'type': 'Point', 'coordinates': [42.358184, -71.106389]}"
Austin,USA,30.297775,-97.762921,Heatwave Interactive,games_video,$12.6M,2008,"{'type': 'Point', 'coordinates': [30.297775, -97.762921]}"
San Francisco,USA,37.79402,-122.4031242,PicApp,web,$3.2M,2008,"{'type': 'Point', 'coordinates': [37.79402, -122.4031242]}"
Chicago,USA,41.8965162,-87.643622,Groupon,web,$1.15B,2008,"{'type': 'Point', 'coordinates': [41.8965162, -87.643622]}"
Newark,USA,37.51821,-122.044025,Lumenergi,cleantech,$26.4M,2008,"{'type': 'Point', 'coordinates': [37.51821, -122.044025]}"
New York,USA,40.740308,-74.007199,Bloglovin,web,$1M,2008,"{'type': 'Point', 'coordinates': [40.740308, -74.007199]}"
Bellevue,USA,47.614761,-122.198904,Finsphere,mobile,$30.7M,2007,"{'type': 'Point', 'coordinates': [47.614761, -122.198904]}"
Champaign,USA,40.1128,-88.271074,Radio One Llama,games_video,$1M,2006,"{'type': 'Point', 'coordinates': [40.1128, -88.271074]}"
Torrance,USA,33.84406,-118.322959,EyeSpot,web,$3.7M,2005,"{'type': 'Point', 'coordinates': [33.84406, -118.322959]}"
Provo,USA,40.250096,-111.643179,FamilyLink,web,$3.65M,2006,"{'type': 'Point', 'coordinates': [40.250096, -111.643179]}"
San Francisco,USA,37.775196,-122.419204,One Season,games_video,$3.75M,2007,"{'type': 'Point', 'coordinates': [37.775196, -122.419204]}"
San Diego,USA,32.897274,-117.201076,Avaak,mobile,$17M,2004,"{'type': 'Point', 'coordinates': [32.897274, -117.201076]}"
San Francisco,USA,37.782163,-122.400591,Reframe It,web,$3.18M,2007,"{'type': 'Point', 'coordinates': [37.782163, -122.400591]}"
Fremont,USA,37.4942858,-121.9814354,eriQoo,search,$40M,2006,"{'type': 'Point', 'coordinates': [37.4942858, -121.9814354]}"
Z&#252;rich,CHE,47.389909,8.516049,kooaba,mobile,$2.92M,2006,"{'type': 'Point', 'coordinates': [47.389909, 8.516049]}"
Santa Clara,USA,37.444098,-122.161287,Nexenta Systems,software,$49.9M,2005,"{'type': 'Point', 'coordinates': [37.444098, -122.161287]}"
San Jose,USA,37.3987372,-122.0497918,SolFocus,cleantech,$211M,2005,"{'type': 'Point', 'coordinates': [37.3987372, -122.0497918]}"
Palo Alto,USA,37.458766,-122.172519,Britely,web,$3.9M,2007,"{'type': 'Point', 'coordinates': [37.458766, -122.172519]}"
Santa Clara,USA,37.55911,-122.303493,Sentrigo,software,$9.5M,2006,"{'type': 'Point', 'coordinates': [37.55911, -122.303493]}"
Woburn,USA,42.508719,-71.144313,Sentrigo,software,$9.5M,2006,"{'type': 'Point', 'coordinates': [42.508719, -71.144313]}"
Viena,USA,38.916336,-77.230488,DubMeNow,mobile,$7.52M,2008,"{'type': 'Point', 'coordinates': [38.916336, -77.230488]}"
San Jose,USA,37.320052,-121.877636,Siri,software,$24M,2007,"{'type': 'Point', 'coordinates': [37.320052, -121.877636]}"
San Francisco,USA,37.420728,-122.2103414,Booyah,games_video,$59.5M,2008,"{'type': 'Point', 'coordinates': [37.420728, -122.2103414]}"
San Francisco,USA,37.77772,-122.395785,GotGame,games_video,$1M,2006,"{'type': 'Point', 'coordinates': [37.77772, -122.395785]}"
San Mateo,USA,37.563039,-122.277639,SolarCity,cleantech,$789M,2006,"{'type': 'Point', 'coordinates': [37.563039, -122.277639]}"
San Francisco,USA,39.9052263,-86.0547016,Formspring,web,$14.3M,2009,"{'type': 'Point', 'coordinates': [39.9052263, -86.0547016]}"
New York,USA,40.744594,-73.989698,For Your Imagination,games_video,$1.3M,2007,"{'type': 'Point', 'coordinates': [40.744594, -73.989698]}"
Durham,USA,36.002893,-78.904075,ReverbNation,software,$5M,2006,"{'type': 'Point', 'coordinates': [36.002893, -78.904075]}"
New York,USA,40.718888,-74.001169,ReverbNation,software,$5M,2006,"{'type': 'Point', 'coordinates': [40.718888, -74.001169]}"
Chicago,USA,41.889183,-87.632519,SureSpeak,games_video,$1.6M,2007,"{'type': 'Point', 'coordinates': [41.889183, -87.632519]}"
Marseille,FRA,43.30758,5.387345,C4M,mobile,€2.5M,2004,"{'type': 'Point', 'coordinates': [43.30758, 5.387345]}"
Birmingham,GBR,52.482932,-1.893621,Pumant,software,$1.2M,2005,"{'type': 'Point', 'coordinates': [52.482932, -1.893621]}"
Buenos Aires,ARG,-34.611781,-58.417309,Pumant,software,$1.2M,2005,"{'type': 'Point', 'coordinates': [-34.611781, -58.417309]}"
"Tardeo,Mumbai",IND,18.9742904,72.8127265,Games2Win,games_video,$13M,2005,"{'type': 'Point', 'coordinates': [18.9742904, 72.8127265]}"
Vienna,AUT,48.202758,16.354637,semanticlabs,software,€1.6M,2005,"{'type': 'Point', 'coordinates': [48.202758, 16.354637]}"
Mandeville,USA,29.973994,-90.082202,Dukky,analytics,$1M,2008,"{'type': 'Point', 'coordinates': [29.973994, -90.082202]}"
Mumbai,IND,19.017656,72.856178,Ozone Media Solutions,web,$4M,2006,"{'type': 'Point', 'coordinates': [19.017656, 72.856178]}"
Bangalore,IND,12.971606,77.594376,Ozone Media Solutions,web,$4M,2006,"{'type': 'Point', 'coordinates': [12.971606, 77.594376]}"
Paris,FRA,48.887534,2.356288,Awdio,games_video,€1.5M,2007,"{'type': 'Point', 'coordinates': [48.887534, 2.356288]}"
San Francisco,USA,37.788115,-122.397141,DocVerse,web,$1.3M,2007,"{'type': 'Point', 'coordinates': [37.788115, -122.397141]}"
New York,USA,40.744618,-73.987764,Yipit,web,$7.55M,2010,"{'type': 'Point', 'coordinates': [40.744618, -73.987764]}"
Tarrytown,USA,41.0662835,-73.8625452,Open-Xchange,software,$37.8M,2005,"{'type': 'Point', 'coordinates': [41.0662835, -73.8625452]}"
Olpe,DEU,51.029415,7.850863,Open-Xchange,software,$37.8M,2005,"{'type': 'Point', 'coordinates': [51.029415, 7.850863]}"
Nuremberg,DEU,49.4605351,11.0823953,Open-Xchange,software,$37.8M,2005,"{'type': 'Point', 'coordinates': [49.4605351, 11.0823953]}"
Paris,FRA,48.8926988,2.3179601,Citizenside,games_video,€1.04M,2006,"{'type': 'Point', 'coordinates': [48.8926988, 2.3179601]}"
Bellevue,USA,47.5827406,-122.1353561,Xeround,analytics,$39.8M,2005,"{'type': 'Point', 'coordinates': [47.5827406, -122.1353561]}"
Los Angeles,USA,34.0342337,-118.4536137,GetBack,web,$1.7M,2007,"{'type': 'Point', 'coordinates': [34.0342337, -118.4536137]}"
Greenbelt,USA,38.9916581,-76.879257,TRX Systems,software,$2M,2004,"{'type': 'Point', 'coordinates': [38.9916581, -76.879257]}"
Atlanta,USA,33.776834,-84.3895875,GlobalCrypto,software,$1M,2006,"{'type': 'Point', 'coordinates': [33.776834, -84.3895875]}"
Sunnyvale,USA,37.377787,-122.029217,DeepDyve,web,$5.38M,2005,"{'type': 'Point', 'coordinates': [37.377787, -122.029217]}"
San Bruno,USA,37.628328,-122.420814,Planet Metrics,cleantech,$2.3M,2007,"{'type': 'Point', 'coordinates': [37.628328, -122.420814]}"
Rome,ITA,41.8663418,12.4972454,Populis,web,€11.5M,2004,"{'type': 'Point', 'coordinates': [41.8663418, 12.4972454]}"
Redwood City,USA,37.485824,-122.212095,One True Media,games_video,$14M,2005,"{'type': 'Point', 'coordinates': [37.485824, -122.212095]}"
Copenhagen V,DNK,55.6739617,12.5605372,Trustpilot,web,$18.4M,2007,"{'type': 'Point', 'coordinates': [55.6739617, 12.5605372]}"
Newton,USA,42.3127142,-71.2252014,PeerApp,software,$22.5M,2004,"{'type': 'Point', 'coordinates': [42.3127142, -71.2252014]}"
Sunnyvale,USA,37.386774,-121.987661,Infoaxe,search,$3.9M,2007,"{'type': 'Point', 'coordinates': [37.386774, -121.987661]}"
Duluth,USA,34.070164,-84.058708,Clearleap,software,$41.3M,2007,"{'type': 'Point', 'coordinates': [34.070164, -84.058708]}"
Lehi,USA,40.4273613,-111.8967224,Kynetx,software,$2M,2007,"{'type': 'Point', 'coordinates': [40.4273613, -111.8967224]}"
McLean,USA,38.872668,-77.367981,Rollstream,software,$7.5M,2005,"{'type': 'Point', 'coordinates': [38.872668, -77.367981]}"
San Diego,USA,32.9388917,-117.2398594,Imagine Communications,software,$34.7M,2005,"{'type': 'Point', 'coordinates': [32.9388917, -117.2398594]}"
Evanston,USA,42.055849,-87.694664,Amadesa,software,$12.8M,2005,"{'type': 'Point', 'coordinates': [42.055849, -87.694664]}"
London,GBR,51.5499708,-0.1815999,Movirtu,mobile,$5.5M,2008,"{'type': 'Point', 'coordinates': [51.5499708, -0.1815999]}"
Noida,IND,28.5821195,77.3266991,Movirtu,mobile,$5.5M,2008,"{'type': 'Point', 'coordinates': [28.5821195, 77.3266991]}"
Nashua,USA,42.7370219,-71.4872976,AutoVirt,software,$24.3M,2007,"{'type': 'Point', 'coordinates': [42.7370219, -71.4872976]}"
San Jose,USA,37.409096,-121.943191,WiChorus,mobile,$42.5M,2005,"{'type': 'Point', 'coordinates': [37.409096, -121.943191]}"
Tartu,USA,58.3820542,26.731054,ZeroTurnaround,software,$2.7M,2007,"{'type': 'Point', 'coordinates': [58.3820542, 26.731054]}"
Stockholm,SWE,59.3359806,18.075506,Momail,mobile,$5.4M,2005,"{'type': 'Point', 'coordinates': [59.3359806, 18.075506]}"
New York,USA,40.7431836,-73.9935011,Synthesio,software,$2M,2006,"{'type': 'Point', 'coordinates': [40.7431836, -73.9935011]}"
Austin,USA,30.27995,-97.807274,Virtual Bridges,software,$4M,2006,"{'type': 'Point', 'coordinates': [30.27995, -97.807274]}"
Portland,USA,45.504407,-122.655545,Revelation,analytics,$2.37M,2007,"{'type': 'Point', 'coordinates': [45.504407, -122.655545]}"
British Columbia,CAN,49.2599284,-122.9153695,Canpages,search,$110M,2006,"{'type': 'Point', 'coordinates': [49.2599284, -122.9153695]}"
New York,USA,40.756054,-73.986951,People Capital,web,$2.5M,2008,"{'type': 'Point', 'coordinates': [40.756054, -73.986951]}"
Burlington,USA,42.485102,-71.211568,expressor software,software,$29.1M,2007,"{'type': 'Point', 'coordinates': [42.485102, -71.211568]}"
Larkspur,USA,37.862592,-122.493561,mFoundry,mobile,$40.3M,2004,"{'type': 'Point', 'coordinates': [37.862592, -122.493561]}"
New Haven,USA,41.3215202,-72.9294232,REMOTV,mobile,$2.7M,2007,"{'type': 'Point', 'coordinates': [41.3215202, -72.9294232]}"
Redwood City,USA,37.5383063,-122.2523918,cFares,search,$13.6M,2005,"{'type': 'Point', 'coordinates': [37.5383063, -122.2523918]}"
Levallois-Perret,FRA,48.8687217,2.3593849,PrestaShop,software,€3.9M,2007,"{'type': 'Point', 'coordinates': [48.8687217, 2.3593849]}"
Toronto,CAN,43.6490004,-79.3723339,Viigo,mobile,C$7.9M,2004,"{'type': 'Point', 'coordinates': [43.6490004, -79.3723339]}"
New York,USA,40.739867,-73.990024,Modelinia,web,$5M,2008,"{'type': 'Point', 'coordinates': [40.739867, -73.990024]}"
Emeryville,USA,37.5455355,-122.3208802,Quantivo,analytics,$9.4M,2005,"{'type': 'Point', 'coordinates': [37.5455355, -122.3208802]}"
San Mateo,USA,37.553743,-122.300246,Broadchoice,software,$2.7M,2007,"{'type': 'Point', 'coordinates': [37.553743, -122.300246]}"
Menlo Park,USA,37.4280877,-122.143368,Silver Tail Systems,analytics,$22.1M,2008,"{'type': 'Point', 'coordinates': [37.4280877, -122.143368]}"
Boston,USA,42.376862,-71.14462,Drync,mobile,$1.77M,2008,"{'type': 'Point', 'coordinates': [42.376862, -71.14462]}"
South Jordan,USA,40.554923,-111.9032625,Allegiance,software,$38.3M,2005,"{'type': 'Point', 'coordinates': [40.554923, -111.9032625]}"
San Francisco,USA,37.770067,-122.407603,Coveroo,hardware,$3.8M,2008,"{'type': 'Point', 'coordinates': [37.770067, -122.407603]}"
San Francisco,USA,37.7965781,-122.4022856,Clikthrough,software,$2M,2007,"{'type': 'Point', 'coordinates': [37.7965781, -122.4022856]}"
PARIS,FRA,48.8545738,2.3216223,EcoVadis,cleantech,$1.4M,2007,"{'type': 'Point', 'coordinates': [48.8545738, 2.3216223]}"
Alexandria,USA,38.814329,-77.038605,RideCharge,mobile,$8.6M,2007,"{'type': 'Point', 'coordinates': [38.814329, -77.038605]}"
San Diego,USA,32.7161896,-117.168697,StockTwits,web,$8.6M,2008,"{'type': 'Point', 'coordinates': [32.7161896, -117.168697]}"
Houston,USA,29.739322,-95.444747,Rudder,web,$2M,2006,"{'type': 'Point', 'coordinates': [29.739322, -95.444747]}"
Dublin,IRL,53.3438298,-6.2689465,Green Apple Media,web,$132M,2007,"{'type': 'Point', 'coordinates': [53.3438298, -6.2689465]}"
New York,USA,40.738954,-73.992,Proclivity Systems,software,$5.9M,2006,"{'type': 'Point', 'coordinates': [40.738954, -73.992]}"
Minneapolis,USA,44.98983,-93.2743,mPay Gateway,software,$9.16M,2004,"{'type': 'Point', 'coordinates': [44.98983, -93.2743]}"
Santa Clara,USA,37.400367,-121.985711,Plusmo,mobile,$4.41M,2006,"{'type': 'Point', 'coordinates': [37.400367, -121.985711]}"
Reston,USA,38.94794,-77.347961,mBeat Media,mobile,$1.5M,2008,"{'type': 'Point', 'coordinates': [38.94794, -77.347961]}"
London,GBR,51.518101,-0.468617,mydeco,web,£12.5M,2007,"{'type': 'Point', 'coordinates': [51.518101, -0.468617]}"
Dayton,USA,39.7605421,-84.1949463,MyOtherDrive,games_video,$1M,2005,"{'type': 'Point', 'coordinates': [39.7605421, -84.1949463]}"
Seattle,USA,47.6136485,-122.3371174,IMedExchange,web,$2.62M,2007,"{'type': 'Point', 'coordinates': [47.6136485, -122.3371174]}"
San Mateo,USA,37.552806,-122.2916021,Conviva,software,$59M,2006,"{'type': 'Point', 'coordinates': [37.552806, -122.2916021]}"
New York,USA,40.737216,-73.990947,Robotgalaxy,games_video,$12M,2006,"{'type': 'Point', 'coordinates': [40.737216, -73.990947]}"
Charleston,USA,32.783932,-79.999591,BeliefNetworks,software,$1.4M,2007,"{'type': 'Point', 'coordinates': [32.783932, -79.999591]}"
New York,USA,40.746944,-73.983926,BeliefNetworks,software,$1.4M,2007,"{'type': 'Point', 'coordinates': [40.746944, -73.983926]}"
Cambridge,USA,42.3663257,-71.0917952,Quanterix,biotech,$41.5M,2007,"{'type': 'Point', 'coordinates': [42.3663257, -71.0917952]}"
Menlo Park,USA,37.477944,-122.151234,Sonopia,mobile,$21.5M,2005,"{'type': 'Point', 'coordinates': [37.477944, -122.151234]}"
Santa Clara,USA,37.381034,-121.971487,3Leaf,software,$65M,2004,"{'type': 'Point', 'coordinates': [37.381034, -121.971487]}"
Pompano Beach,USA,26.2341552,-80.1540226,"ServusXchange, LLC",software,$1.95M,2005,"{'type': 'Point', 'coordinates': [26.2341552, -80.1540226]}"
Palo Alto,USA,37.3949615,-122.1425097,Better Place,cleantech,$836M,2007,"{'type': 'Point', 'coordinates': [37.3949615, -122.1425097]}"
Salt Lake City,USA,40.718033,-111.81104,Juneau Biosciences,biotech,$5.29M,2007,"{'type': 'Point', 'coordinates': [40.718033, -111.81104]}"
Englewood,USA,39.6478,-104.9875,WildBlue,web,$50M,2004,"{'type': 'Point', 'coordinates': [39.6478, -104.9875]}"
San Francisco,USA,37.775196,-122.419204,Fuego Nation,web,$1.5M,2007,"{'type': 'Point', 'coordinates': [37.775196, -122.419204]}"
New York,USA,40.756054,-73.986951,Dragonfly,web,$3M,2006,"{'type': 'Point', 'coordinates': [40.756054, -73.986951]}"
Buenos Aires,ARG,-34.4942649,-58.5511077,Iken Solutions,software,$2M,2005,"{'type': 'Point', 'coordinates': [-34.4942649, -58.5511077]}"
Mountain View,USA,37.394392,-122.04221,Jasper Wireless,mobile,$155M,2005,"{'type': 'Point', 'coordinates': [37.394392, -122.04221]}"
Santa Clara,USA,37.381876,-121.95993,Kickfire,software,$20M,2006,"{'type': 'Point', 'coordinates': [37.381876, -121.95993]}"
Mountain View,USA,37.3915589,-122.0702643,RingCube Technologies,software,$26M,2005,"{'type': 'Point', 'coordinates': [37.3915589, -122.0702643]}"
Philadelphia,USA,39.9443552,-75.1257381,RJMetrics,software,$7.45M,2008,"{'type': 'Point', 'coordinates': [39.9443552, -75.1257381]}"
Sunnyvale,USA,37.3521697,-122.0622892,Transera Communications,software,$37M,2004,"{'type': 'Point', 'coordinates': [37.3521697, -122.0622892]}"
Sunnyvale,USA,37.390956,-122.032795,Aquest Systems,hardware,$20M,2004,"{'type': 'Point', 'coordinates': [37.390956, -122.032795]}"
San Francisco,USA,37.7887135,-122.3927145,Double Fusion,web,$59M,2004,"{'type': 'Point', 'coordinates': [37.7887135, -122.3927145]}"
San Francisco,USA,37.7900992,-122.4021988,5th Finger,mobile,$7M,2008,"{'type': 'Point', 'coordinates': [37.7900992, -122.4021988]}"
Menlo Park,USA,37.477037,-122.15164,Pano Logic,software,$38M,2006,"{'type': 'Point', 'coordinates': [37.477037, -122.15164]}"
Boulder,USA,40.026422,-105.228284,Tendril,software,$111M,2004,"{'type': 'Point', 'coordinates': [40.026422, -105.228284]}"
Tel Aviv,ISR,32.1115098,34.8388443,SundaySky,software,$37M,2006,"{'type': 'Point', 'coordinates': [32.1115098, 34.8388443]}"
San Mateo,USA,37.563585,-122.324621,Xumii,mobile,$12.8M,2006,"{'type': 'Point', 'coordinates': [37.563585, -122.324621]}"
North Sydney,AUS,-33.924567,151.038064,Xumii,mobile,$12.8M,2006,"{'type': 'Point', 'coordinates': [-33.924567, 151.038064]}"
Cupertino,USA,37.3229727,-122.0385792,ScaleMP,software,$8M,2009,"{'type': 'Point', 'coordinates': [37.3229727, -122.0385792]}"
Sunnyvale,USA,37.4043966,-122.0213965,Nangate,mobile,$35M,2004,"{'type': 'Point', 'coordinates': [37.4043966, -122.0213965]}"
New Delhi,IND,28.53536,77.2419522,Nangate,mobile,$35M,2004,"{'type': 'Point', 'coordinates': [28.53536, 77.2419522]}"
Pleasanton,USA,37.666359,-121.884589,F-Origin,software,$12.5M,2005,"{'type': 'Point', 'coordinates': [37.666359, -121.884589]}"
Campbell,USA,37.3166526,-122.05074,ParAccel,analytics,$84.5M,2007,"{'type': 'Point', 'coordinates': [37.3166526, -122.05074]}"
Atlanta,USA,33.7812614,-84.3675617,Vocalocity,software,$17.1M,2007,"{'type': 'Point', 'coordinates': [33.7812614, -84.3675617]}"
Campbell,USA,37.295516,-121.960102,Certess,hardware,$4.94M,2005,"{'type': 'Point', 'coordinates': [37.295516, -121.960102]}"
"Richmond, BC",CAN,49.1739359,-123.071751,Zeugma Systems,hardware,$31.5M,2004,"{'type': 'Point', 'coordinates': [49.1739359, -123.071751]}"
Sunnyvale,USA,37.3913,-122.037538,Ruckus Wireless,mobile,$64.9M,2004,"{'type': 'Point', 'coordinates': [37.3913, -122.037538]}"
Santa Clara,USA,37.270518,-121.955879,VisualOn,software,$3.1M,2011,"{'type': 'Point', 'coordinates': [37.270518, -121.955879]}"
San Francisco,USA,37.7905538,-122.4041485,Heyzap,games_video,$7.97M,2009,"{'type': 'Point', 'coordinates': [37.7905538, -122.4041485]}"
San Francisco,USA,37.785271,-122.397582,Meez,hardware,$10.2M,2009,"{'type': 'Point', 'coordinates': [37.785271, -122.397582]}"
Cleveland,USA,41.513652,-81.666101,SparkBase,software,$10.5M,2004,"{'type': 'Point', 'coordinates': [41.513652, -81.666101]}"
Morrisville,USA,35.864045,-78.820816,6th Sense Analytics,software,$6.7M,2004,"{'type': 'Point', 'coordinates': [35.864045, -78.820816]}"
Los Angeles,USA,34.0431973,-118.445584,KlickSports,mobile,$1.2M,2006,"{'type': 'Point', 'coordinates': [34.0431973, -118.445584]}"
New York,USA,40.752539,-73.987871,PEX Card,software,$5.7M,2007,"{'type': 'Point', 'coordinates': [40.752539, -73.987871]}"
Madrid,ESP,40.4474363,-3.6714915,Unkasoft Advergaming,mobile,€1.75M,2004,"{'type': 'Point', 'coordinates': [40.4474363, -3.6714915]}"
Villamayor,ESP,41.0016627,-5.6937933,Unkasoft Advergaming,mobile,€1.75M,2004,"{'type': 'Point', 'coordinates': [41.0016627, -5.6937933]}"
Chicago,USA,41.878984,-87.637,Open Kernel Labs,software,$10.8M,2006,"{'type': 'Point', 'coordinates': [41.878984, -87.637]}"
San Jose,USA,37.32136,-122.014616,Xangati,software,$21.7M,2006,"{'type': 'Point', 'coordinates': [37.32136, -122.014616]}"
Puthanathani,IND,32.895605,-117.188893,RockeTalk,software,$7.1M,2005,"{'type': 'Point', 'coordinates': [32.895605, -117.188893]}"
San Rafael,USA,38.0148706,-122.5411756,ZinkoTek,web,$2M,2007,"{'type': 'Point', 'coordinates': [38.0148706, -122.5411756]}"
Sunnyvale,USA,37.384206,-121.992805,Corefino,software,$13.6M,2004,"{'type': 'Point', 'coordinates': [37.384206, -121.992805]}"
Austin,USA,30.396276,-97.732769,UpSpring,web,$2.6M,2005,"{'type': 'Point', 'coordinates': [30.396276, -97.732769]}"
Needham,USA,42.2960173,-71.2128734,HiWired,software,$14M,2004,"{'type': 'Point', 'coordinates': [42.2960173, -71.2128734]}"
Palm Coast,USA,29.598713,-81.222298,Verified Identity Pass,hardware,$44.4M,2006,"{'type': 'Point', 'coordinates': [29.598713, -81.222298]}"
Santa Clara,USA,37.3767076,-121.997483,Power Analog Microelectronics,hardware,$12M,2004,"{'type': 'Point', 'coordinates': [37.3767076, -121.997483]}"
"MontrÃ©al, Qc",CAN,45.5044288,-73.5570651,Neuralitic Systems,mobile,$18M,2007,"{'type': 'Point', 'coordinates': [45.5044288, -73.5570651]}"
Sunnyvale,USA,37.377787,-122.029217,Mobius Microsystems,hardware,$20.2M,2004,"{'type': 'Point', 'coordinates': [37.377787, -122.029217]}"
San Jose,USA,37.261986,-121.784279,Shocking Technologies,hardware,$55.9M,2006,"{'type': 'Point', 'coordinates': [37.261986, -121.784279]}"
Sunnyvale,USA,37.3868616,-121.9917771,NoiseFree,software,$1.4M,2005,"{'type': 'Point', 'coordinates': [37.3868616, -121.9917771]}"
Freedom,USA,36.9397206,-121.7768449,Appscio,software,$7M,2006,"{'type': 'Point', 'coordinates': [36.9397206, -121.7768449]}"
Santa Clara,USA,37.370056,-121.973157,FastScaleTechnology,software,$12M,2006,"{'type': 'Point', 'coordinates': [37.370056, -121.973157]}"
New York,USA,40.740512,-73.987794,Comixology,games_video,$3.47M,2007,"{'type': 'Point', 'coordinates': [40.740512, -73.987794]}"
Mountain View,USA,37.417485,-122.075789,Apprion,mobile,$27.5M,2004,"{'type': 'Point', 'coordinates': [37.417485, -122.075789]}"
"Montreal, Quebec",CAN,45.4949481,-73.5740025,Vantrix,mobile,$32.7M,2004,"{'type': 'Point', 'coordinates': [45.4949481, -73.5740025]}"
San Jose,USA,37.367838,-121.915594,Quantum Secure,software,$3.54M,2004,"{'type': 'Point', 'coordinates': [37.367838, -121.915594]}"
Boston,USA,37.4777028,-121.9250553,NEXAGE,mobile,$19.5M,2006,"{'type': 'Point', 'coordinates': [37.4777028, -121.9250553]}"
Santa Clara,USA,37.404044,-121.978956,MiNOWireless,software,$8.5M,2004,"{'type': 'Point', 'coordinates': [37.404044, -121.978956]}"
Concord,USA,42.462373,-71.387308,SpaceClaim,software,$49M,2005,"{'type': 'Point', 'coordinates': [42.462373, -71.387308]}"
Redwood City,USA,37.553121,-122.301534,LucidWorks,analytics,$32M,2007,"{'type': 'Point', 'coordinates': [37.553121, -122.301534]}"
Mountain View,USA,37.3955775,-122.0833286,Carrier IQ,mobile,$42M,2005,"{'type': 'Point', 'coordinates': [37.3955775, -122.0833286]}"
Mumbai,IND,19.017656,72.856178,burrp!,web,$2.15M,2006,"{'type': 'Point', 'coordinates': [19.017656, 72.856178]}"
San Francisco,USA,37.788796,-122.40971,KODA,web,$4.5M,2008,"{'type': 'Point', 'coordinates': [37.788796, -122.40971]}"
New Orleans,USA,29.9739941,-90.0822015,KODA,web,$4.5M,2008,"{'type': 'Point', 'coordinates': [29.9739941, -90.0822015]}"
Marlborough,USA,42.338955,-71.595339,VidSys,software,$18.7M,2005,"{'type': 'Point', 'coordinates': [42.338955, -71.595339]}"
Vienna,USA,38.9160555,-77.230947,VidSys,software,$18.7M,2005,"{'type': 'Point', 'coordinates': [38.9160555, -77.230947]}"
Los Angeles,USA,34.146503,-118.613385,TechForward,hardware,$7.76M,2005,"{'type': 'Point', 'coordinates': [34.146503, -118.613385]}"
Petaluma,USA,38.2743225,-122.6670066,Cyan,software,$30.8M,2006,"{'type': 'Point', 'coordinates': [38.2743225, -122.6670066]}"
Lexington,USA,42.4352222,-71.2344601,Ginger Software,software,$11.7M,2007,"{'type': 'Point', 'coordinates': [42.4352222, -71.2344601]}"
,USA,37.552104,-121.9780378,Mobifusion,mobile,$3.1M,2006,"{'type': 'Point', 'coordinates': [37.552104, -121.9780378]}"
Seattle,USA,47.611827,-122.331308,Medio,software,$30M,2004,"{'type': 'Point', 'coordinates': [47.611827, -122.331308]}"
San Francisco,USA,38.88521,-76.998641,Socialize,mobile,$1.82M,2008,"{'type': 'Point', 'coordinates': [38.88521, -76.998641]}"
Foster City,USA,37.561111,-122.270487,Etology,web,$4M,2005,"{'type': 'Point', 'coordinates': [37.561111, -122.270487]}"
Palo Alto,USA,37.437328,-122.159928,Gecko Audio,software,$3M,2006,"{'type': 'Point', 'coordinates': [37.437328, -122.159928]}"
Campbell,USA,37.293687,-121.934573,Casabi,mobile,$12.8M,2004,"{'type': 'Point', 'coordinates': [37.293687, -121.934573]}"
Paris,FRA,48.8722501,2.3283343,Casabi,mobile,$12.8M,2004,"{'type': 'Point', 'coordinates': [48.8722501, 2.3283343]}"
San Mateo,USA,37.555773,-122.27977,Space-Time Insight,software,$42M,2007,"{'type': 'Point', 'coordinates': [37.555773, -122.27977]}"
Encinitas,USA,33.03898,-117.293385,Verve Mobile,mobile,$24.5M,2005,"{'type': 'Point', 'coordinates': [33.03898, -117.293385]}"
San Ramon,USA,37.769205,-121.966395,WANdisco,software,$45M,2005,"{'type': 'Point', 'coordinates': [37.769205, -121.966395]}"
Sheffield,GBR,53.3800107,-1.4629301,WANdisco,software,$45M,2005,"{'type': 'Point', 'coordinates': [53.3800107, -1.4629301]}"
Menlo Park,USA,37.4239496,-122.1011815,Delphix,software,$44.5M,2008,"{'type': 'Point', 'coordinates': [37.4239496, -122.1011815]}"
Portland,USA,45.5251,-122.8097,Zapproved,software,$1.45M,2008,"{'type': 'Point', 'coordinates': [45.5251, -122.8097]}"
Austin,USA,30.408322,-97.748077,7 Billion People,software,$6.53M,2006,"{'type': 'Point', 'coordinates': [30.408322, -97.748077]}"
Tartu,EST,58.3754107,26.7212208,Fortumo,mobile,$10M,2007,"{'type': 'Point', 'coordinates': [58.3754107, 26.7212208]}"
